,date_pr,weekday_fa,holiday_inCal,date_gr,weekday_en,my_date
542,1397/06/23,جمعه,1,2018-09-14,Friday,13970623
543,1397/06/24,شنبه,0,2018-09-15,Saturday,13970624
544,1397/06/25,یکشنبه,0,2018-09-16,Sunday,13970625
545,1397/06/26,دوشنبه,0,2018-09-17,Monday,13970626
546,1397/06/27,سه شنبه,0,2018-09-18,Tuesday,13970627
547,1397/06/28,چهارشنبه,1,2018-09-19,Wednesday,13970628
548,1397/06/29,پنجشنبه,1,2018-09-20,Thursday,13970629
549,1397/06/30,جمعه,1,2018-09-21,Friday,13970630
550,1397/06/31,شنبه,0,2018-09-22,Saturday,13970631
551,1397/07/01,یکشنبه,0,2018-09-23,Sunday,13970701
552,1397/07/02,دوشنبه,0,2018-09-24,Monday,13970702
553,1397/07/03,سه شنبه,0,2018-09-25,Tuesday,13970703
554,1397/07/04,چهارشنبه,0,2018-09-26,Wednesday,13970704
555,1397/07/05,پنجشنبه,0,2018-09-27,Thursday,13970705
556,1397/07/06,جمعه,1,2018-09-28,Friday,13970706
557,1397/07/07,شنبه,0,2018-09-29,Saturday,13970707
558,1397/07/08,یکشنبه,0,2018-09-30,Sunday,13970708
559,1397/07/09,دوشنبه,0,2018-10-01,Monday,13970709
560,1397/07/10,سه شنبه,0,2018-10-02,Tuesday,13970710
561,1397/07/11,چهارشنبه,0,2018-10-03,Wednesday,13970711
562,1397/07/12,پنجشنبه,0,2018-10-04,Thursday,13970712
563,1397/07/13,جمعه,1,2018-10-05,Friday,13970713
564,1397/07/14,شنبه,0,2018-10-06,Saturday,13970714
565,1397/07/15,یکشنبه,0,2018-10-07,Sunday,13970715
566,1397/07/16,دوشنبه,0,2018-10-08,Monday,13970716
567,1397/07/17,سه شنبه,0,2018-10-09,Tuesday,13970717
568,1397/07/18,چهارشنبه,0,2018-10-10,Wednesday,13970718
569,1397/07/19,پنجشنبه,0,2018-10-11,Thursday,13970719
570,1397/07/20,جمعه,1,2018-10-12,Friday,13970720
571,1397/07/21,شنبه,0,2018-10-13,Saturday,13970721
572,1397/07/22,یکشنبه,0,2018-10-14,Sunday,13970722
573,1397/07/23,دوشنبه,0,2018-10-15,Monday,13970723
574,1397/07/24,سه شنبه,0,2018-10-16,Tuesday,13970724
575,1397/07/25,چهارشنبه,0,2018-10-17,Wednesday,13970725
576,1397/07/26,پنجشنبه,0,2018-10-18,Thursday,13970726
577,1397/07/27,جمعه,1,2018-10-19,Friday,13970727
578,1397/07/28,شنبه,0,2018-10-20,Saturday,13970728
579,1397/07/29,یکشنبه,0,2018-10-21,Sunday,13970729
580,1397/07/30,دوشنبه,0,2018-10-22,Monday,13970730
581,1397/08/01,سه شنبه,0,2018-10-23,Tuesday,13970801
582,1397/08/02,چهارشنبه,0,2018-10-24,Wednesday,13970802
583,1397/08/03,پنجشنبه,0,2018-10-25,Thursday,13970803
584,1397/08/04,جمعه,1,2018-10-26,Friday,13970804
585,1397/08/05,شنبه,0,2018-10-27,Saturday,13970805
586,1397/08/06,یکشنبه,0,2018-10-28,Sunday,13970806
587,1397/08/07,دوشنبه,0,2018-10-29,Monday,13970807
588,1397/08/08,سه شنبه,1,2018-10-30,Tuesday,13970808
589,1397/08/09,چهارشنبه,0,2018-10-31,Wednesday,13970809
590,1397/08/10,پنجشنبه,0,2018-11-01,Thursday,13970810
591,1397/08/11,جمعه,1,2018-11-02,Friday,13970811
592,1397/08/12,شنبه,0,2018-11-03,Saturday,13970812
593,1397/08/13,یکشنبه,0,2018-11-04,Sunday,13970813
594,1397/08/14,دوشنبه,0,2018-11-05,Monday,13970814
595,1397/08/15,سه شنبه,0,2018-11-06,Tuesday,13970815
596,1397/08/16,چهارشنبه,1,2018-11-07,Wednesday,13970816
597,1397/08/17,پنجشنبه,1,2018-11-08,Thursday,13970817
598,1397/08/18,جمعه,1,2018-11-09,Friday,13970818
599,1397/08/19,شنبه,0,2018-11-10,Saturday,13970819
600,1397/08/20,یکشنبه,0,2018-11-11,Sunday,13970820
601,1397/08/21,دوشنبه,0,2018-11-12,Monday,13970821
602,1397/08/22,سه شنبه,0,2018-11-13,Tuesday,13970822
603,1397/08/23,چهارشنبه,0,2018-11-14,Wednesday,13970823
604,1397/08/24,پنجشنبه,0,2018-11-15,Thursday,13970824
605,1397/08/25,جمعه,1,2018-11-16,Friday,13970825
606,1397/08/26,شنبه,0,2018-11-17,Saturday,13970826
607,1397/08/27,یکشنبه,0,2018-11-18,Sunday,13970827
608,1397/08/28,دوشنبه,0,2018-11-19,Monday,13970828
609,1397/08/29,سه شنبه,0,2018-11-20,Tuesday,13970829
610,1397/08/30,چهارشنبه,0,2018-11-21,Wednesday,13970830
611,1397/09/01,پنجشنبه,0,2018-11-22,Thursday,13970901
612,1397/09/02,جمعه,1,2018-11-23,Friday,13970902
613,1397/09/03,شنبه,0,2018-11-24,Saturday,13970903
614,1397/09/04,یکشنبه,1,2018-11-25,Sunday,13970904
615,1397/09/05,دوشنبه,0,2018-11-26,Monday,13970905
616,1397/09/06,سه شنبه,0,2018-11-27,Tuesday,13970906
617,1397/09/07,چهارشنبه,0,2018-11-28,Wednesday,13970907
618,1397/09/08,پنجشنبه,0,2018-11-29,Thursday,13970908
619,1397/09/09,جمعه,1,2018-11-30,Friday,13970909
620,1397/09/10,شنبه,0,2018-12-01,Saturday,13970910
621,1397/09/11,یکشنبه,0,2018-12-02,Sunday,13970911
622,1397/09/12,دوشنبه,0,2018-12-03,Monday,13970912
623,1397/09/13,سه شنبه,0,2018-12-04,Tuesday,13970913
624,1397/09/14,چهارشنبه,0,2018-12-05,Wednesday,13970914
625,1397/09/15,پنجشنبه,0,2018-12-06,Thursday,13970915
626,1397/09/16,جمعه,1,2018-12-07,Friday,13970916
627,1397/09/17,شنبه,0,2018-12-08,Saturday,13970917
628,1397/09/18,یکشنبه,0,2018-12-09,Sunday,13970918
629,1397/09/19,دوشنبه,0,2018-12-10,Monday,13970919
630,1397/09/20,سه شنبه,0,2018-12-11,Tuesday,13970920
631,1397/09/21,چهارشنبه,0,2018-12-12,Wednesday,13970921
632,1397/09/22,پنجشنبه,0,2018-12-13,Thursday,13970922
633,1397/09/23,جمعه,1,2018-12-14,Friday,13970923
634,1397/09/24,شنبه,0,2018-12-15,Saturday,13970924
635,1397/09/25,یکشنبه,0,2018-12-16,Sunday,13970925
636,1397/09/26,دوشنبه,0,2018-12-17,Monday,13970926
637,1397/09/27,سه شنبه,0,2018-12-18,Tuesday,13970927
638,1397/09/28,چهارشنبه,0,2018-12-19,Wednesday,13970928
639,1397/09/29,پنجشنبه,0,2018-12-20,Thursday,13970929
640,1397/09/30,جمعه,1,2018-12-21,Friday,13970930
641,1397/10/01,شنبه,0,2018-12-22,Saturday,13971001
642,1397/10/02,یکشنبه,0,2018-12-23,Sunday,13971002
643,1397/10/03,دوشنبه,0,2018-12-24,Monday,13971003
644,1397/10/04,سه شنبه,0,2018-12-25,Tuesday,13971004
645,1397/10/05,چهارشنبه,0,2018-12-26,Wednesday,13971005
646,1397/10/06,پنجشنبه,0,2018-12-27,Thursday,13971006
647,1397/10/07,جمعه,1,2018-12-28,Friday,13971007
648,1397/10/08,شنبه,0,2018-12-29,Saturday,13971008
649,1397/10/09,یکشنبه,0,2018-12-30,Sunday,13971009
650,1397/10/10,دوشنبه,0,2018-12-31,Monday,13971010
651,1397/10/11,سه شنبه,0,2019-01-01,Tuesday,13971011
652,1397/10/12,چهارشنبه,0,2019-01-02,Wednesday,13971012
653,1397/10/13,پنجشنبه,0,2019-01-03,Thursday,13971013
654,1397/10/14,جمعه,1,2019-01-04,Friday,13971014
655,1397/10/15,شنبه,0,2019-01-05,Saturday,13971015
656,1397/10/16,یکشنبه,0,2019-01-06,Sunday,13971016
657,1397/10/17,دوشنبه,0,2019-01-07,Monday,13971017
658,1397/10/18,سه شنبه,0,2019-01-08,Tuesday,13971018
659,1397/10/19,چهارشنبه,0,2019-01-09,Wednesday,13971019
660,1397/10/20,پنجشنبه,0,2019-01-10,Thursday,13971020
661,1397/10/21,جمعه,1,2019-01-11,Friday,13971021
662,1397/10/22,شنبه,0,2019-01-12,Saturday,13971022
663,1397/10/23,یکشنبه,0,2019-01-13,Sunday,13971023
664,1397/10/24,دوشنبه,0,2019-01-14,Monday,13971024
665,1397/10/25,سه شنبه,0,2019-01-15,Tuesday,13971025
666,1397/10/26,چهارشنبه,0,2019-01-16,Wednesday,13971026
667,1397/10/27,پنجشنبه,0,2019-01-17,Thursday,13971027
668,1397/10/28,جمعه,1,2019-01-18,Friday,13971028
669,1397/10/29,شنبه,0,2019-01-19,Saturday,13971029
670,1397/10/30,یکشنبه,0,2019-01-20,Sunday,13971030
671,1397/11/01,دوشنبه,0,2019-01-21,Monday,13971101
672,1397/11/02,سه شنبه,0,2019-01-22,Tuesday,13971102
673,1397/11/03,چهارشنبه,0,2019-01-23,Wednesday,13971103
674,1397/11/04,پنجشنبه,0,2019-01-24,Thursday,13971104
675,1397/11/05,جمعه,1,2019-01-25,Friday,13971105
676,1397/11/06,شنبه,0,2019-01-26,Saturday,13971106
677,1397/11/07,یکشنبه,0,2019-01-27,Sunday,13971107
678,1397/11/08,دوشنبه,0,2019-01-28,Monday,13971108
679,1397/11/09,سه شنبه,0,2019-01-29,Tuesday,13971109
680,1397/11/10,چهارشنبه,0,2019-01-30,Wednesday,13971110
681,1397/11/11,پنجشنبه,0,2019-01-31,Thursday,13971111
682,1397/11/12,جمعه,1,2019-02-01,Friday,13971112
683,1397/11/13,شنبه,0,2019-02-02,Saturday,13971113
684,1397/11/14,یکشنبه,0,2019-02-03,Sunday,13971114
685,1397/11/15,دوشنبه,0,2019-02-04,Monday,13971115
686,1397/11/16,سه شنبه,0,2019-02-05,Tuesday,13971116
687,1397/11/17,چهارشنبه,0,2019-02-06,Wednesday,13971117
688,1397/11/18,پنجشنبه,0,2019-02-07,Thursday,13971118
689,1397/11/19,جمعه,1,2019-02-08,Friday,13971119
690,1397/11/20,شنبه,1,2019-02-09,Saturday,13971120
691,1397/11/21,یکشنبه,0,2019-02-10,Sunday,13971121
692,1397/11/22,دوشنبه,1,2019-02-11,Monday,13971122
693,1397/11/23,سه شنبه,0,2019-02-12,Tuesday,13971123
694,1397/11/24,چهارشنبه,0,2019-02-13,Wednesday,13971124
695,1397/11/25,پنجشنبه,0,2019-02-14,Thursday,13971125
696,1397/11/26,جمعه,1,2019-02-15,Friday,13971126
697,1397/11/27,شنبه,0,2019-02-16,Saturday,13971127
698,1397/11/28,یکشنبه,0,2019-02-17,Sunday,13971128
699,1397/11/29,دوشنبه,0,2019-02-18,Monday,13971129
700,1397/11/30,سه شنبه,0,2019-02-19,Tuesday,13971130
701,1397/12/01,چهارشنبه,0,2019-02-20,Wednesday,13971201
702,1397/12/02,پنجشنبه,0,2019-02-21,Thursday,13971202
703,1397/12/03,جمعه,1,2019-02-22,Friday,13971203
704,1397/12/04,شنبه,0,2019-02-23,Saturday,13971204
705,1397/12/05,یکشنبه,0,2019-02-24,Sunday,13971205
706,1397/12/06,دوشنبه,0,2019-02-25,Monday,13971206
707,1397/12/07,سه شنبه,0,2019-02-26,Tuesday,13971207
708,1397/12/08,چهارشنبه,0,2019-02-27,Wednesday,13971208
709,1397/12/09,پنجشنبه,0,2019-02-28,Thursday,13971209
710,1397/12/10,جمعه,1,2019-03-01,Friday,13971210
711,1397/12/11,شنبه,0,2019-03-02,Saturday,13971211
712,1397/12/12,یکشنبه,0,2019-03-03,Sunday,13971212
713,1397/12/13,دوشنبه,0,2019-03-04,Monday,13971213
714,1397/12/14,سه شنبه,0,2019-03-05,Tuesday,13971214
715,1397/12/15,چهارشنبه,0,2019-03-06,Wednesday,13971215
716,1397/12/16,پنجشنبه,0,2019-03-07,Thursday,13971216
717,1397/12/17,جمعه,1,2019-03-08,Friday,13971217
718,1397/12/18,شنبه,0,2019-03-09,Saturday,13971218
719,1397/12/19,یکشنبه,0,2019-03-10,Sunday,13971219
720,1397/12/20,دوشنبه,0,2019-03-11,Monday,13971220
721,1397/12/21,سه شنبه,0,2019-03-12,Tuesday,13971221
722,1397/12/22,چهارشنبه,0,2019-03-13,Wednesday,13971222
723,1397/12/23,پنجشنبه,0,2019-03-14,Thursday,13971223
724,1397/12/24,جمعه,1,2019-03-15,Friday,13971224
725,1397/12/25,شنبه,0,2019-03-16,Saturday,13971225
726,1397/12/26,یکشنبه,0,2019-03-17,Sunday,13971226
727,1397/12/27,دوشنبه,0,2019-03-18,Monday,13971227
728,1397/12/28,سه شنبه,0,2019-03-19,Tuesday,13971228
729,1397/12/29,چهارشنبه,1,2019-03-20,Wednesday,13971229
730,1398/01/01,پنجشنبه,1,2019-03-21,Thursday,13980101
731,1398/01/02,جمعه,1,2019-03-22,Friday,13980102
732,1398/01/03,شنبه,1,2019-03-23,Saturday,13980103
733,1398/01/04,یکشنبه,1,2019-03-24,Sunday,13980104
734,1398/01/05,دوشنبه,0,2019-03-25,Monday,13980105
735,1398/01/06,سه شنبه,0,2019-03-26,Tuesday,13980106
736,1398/01/07,چهارشنبه,0,2019-03-27,Wednesday,13980107
737,1398/01/08,پنجشنبه,0,2019-03-28,Thursday,13980108
738,1398/01/09,جمعه,1,2019-03-29,Friday,13980109
739,1398/01/10,شنبه,0,2019-03-30,Saturday,13980110
740,1398/01/11,یکشنبه,0,2019-03-31,Sunday,13980111
741,1398/01/12,دوشنبه,1,2019-04-01,Monday,13980112
742,1398/01/13,سه شنبه,1,2019-04-02,Tuesday,13980113
743,1398/01/14,چهارشنبه,1,2019-04-03,Wednesday,13980114
744,1398/01/15,پنجشنبه,0,2019-04-04,Thursday,13980115
745,1398/01/16,جمعه,1,2019-04-05,Friday,13980116
746,1398/01/17,شنبه,0,2019-04-06,Saturday,13980117
747,1398/01/18,یکشنبه,0,2019-04-07,Sunday,13980118
748,1398/01/19,دوشنبه,0,2019-04-08,Monday,13980119
749,1398/01/20,سه شنبه,0,2019-04-09,Tuesday,13980120
750,1398/01/21,چهارشنبه,0,2019-04-10,Wednesday,13980121
751,1398/01/22,پنجشنبه,0,2019-04-11,Thursday,13980122
752,1398/01/23,جمعه,1,2019-04-12,Friday,13980123
753,1398/01/24,شنبه,0,2019-04-13,Saturday,13980124
754,1398/01/25,یکشنبه,0,2019-04-14,Sunday,13980125
755,1398/01/26,دوشنبه,0,2019-04-15,Monday,13980126
756,1398/01/27,سه شنبه,0,2019-04-16,Tuesday,13980127
757,1398/01/28,چهارشنبه,0,2019-04-17,Wednesday,13980128
758,1398/01/29,پنجشنبه,0,2019-04-18,Thursday,13980129
759,1398/01/30,جمعه,1,2019-04-19,Friday,13980130
760,1398/01/31,شنبه,0,2019-04-20,Saturday,13980131
761,1398/02/01,یکشنبه,1,2019-04-21,Sunday,13980201
762,1398/02/02,دوشنبه,0,2019-04-22,Monday,13980202
763,1398/02/03,سه شنبه,0,2019-04-23,Tuesday,13980203
764,1398/02/04,چهارشنبه,0,2019-04-24,Wednesday,13980204
765,1398/02/05,پنجشنبه,0,2019-04-25,Thursday,13980205
766,1398/02/06,جمعه,1,2019-04-26,Friday,13980206
767,1398/02/07,شنبه,0,2019-04-27,Saturday,13980207
768,1398/02/08,یکشنبه,0,2019-04-28,Sunday,13980208
769,1398/02/09,دوشنبه,0,2019-04-29,Monday,13980209
770,1398/02/10,سه شنبه,0,2019-04-30,Tuesday,13980210
771,1398/02/11,چهارشنبه,0,2019-05-01,Wednesday,13980211
772,1398/02/12,پنجشنبه,0,2019-05-02,Thursday,13980212
773,1398/02/13,جمعه,1,2019-05-03,Friday,13980213
774,1398/02/14,شنبه,0,2019-05-04,Saturday,13980214
775,1398/02/15,یکشنبه,0,2019-05-05,Sunday,13980215
776,1398/02/16,دوشنبه,0,2019-05-06,Monday,13980216
777,1398/02/17,سه شنبه,0,2019-05-07,Tuesday,13980217
778,1398/02/18,چهارشنبه,0,2019-05-08,Wednesday,13980218
779,1398/02/19,پنجشنبه,0,2019-05-09,Thursday,13980219
780,1398/02/20,جمعه,1,2019-05-10,Friday,13980220
781,1398/02/21,شنبه,0,2019-05-11,Saturday,13980221
782,1398/02/22,یکشنبه,0,2019-05-12,Sunday,13980222
783,1398/02/23,دوشنبه,0,2019-05-13,Monday,13980223
784,1398/02/24,سه شنبه,0,2019-05-14,Tuesday,13980224
785,1398/02/25,چهارشنبه,0,2019-05-15,Wednesday,13980225
786,1398/02/26,پنجشنبه,0,2019-05-16,Thursday,13980226
787,1398/02/27,جمعه,1,2019-05-17,Friday,13980227
788,1398/02/28,شنبه,0,2019-05-18,Saturday,13980228
789,1398/02/29,یکشنبه,0,2019-05-19,Sunday,13980229
790,1398/02/30,دوشنبه,0,2019-05-20,Monday,13980230
791,1398/02/31,سه شنبه,0,2019-05-21,Tuesday,13980231
792,1398/03/01,چهارشنبه,0,2019-05-22,Wednesday,13980301
793,1398/03/02,پنجشنبه,0,2019-05-23,Thursday,13980302
794,1398/03/03,جمعه,1,2019-05-24,Friday,13980303
795,1398/03/04,شنبه,0,2019-05-25,Saturday,13980304
796,1398/03/05,یکشنبه,0,2019-05-26,Sunday,13980305
797,1398/03/06,دوشنبه,1,2019-05-27,Monday,13980306
798,1398/03/07,سه شنبه,0,2019-05-28,Tuesday,13980307
799,1398/03/08,چهارشنبه,0,2019-05-29,Wednesday,13980308
800,1398/03/09,پنجشنبه,0,2019-05-30,Thursday,13980309
801,1398/03/10,جمعه,1,2019-05-31,Friday,13980310
802,1398/03/11,شنبه,0,2019-06-01,Saturday,13980311
803,1398/03/12,یکشنبه,0,2019-06-02,Sunday,13980312
804,1398/03/13,دوشنبه,0,2019-06-03,Monday,13980313
805,1398/03/14,سه شنبه,1,2019-06-04,Tuesday,13980314
806,1398/03/15,چهارشنبه,1,2019-06-05,Wednesday,13980315
807,1398/03/16,پنجشنبه,1,2019-06-06,Thursday,13980316
808,1398/03/17,جمعه,1,2019-06-07,Friday,13980317
809,1398/03/18,شنبه,0,2019-06-08,Saturday,13980318
810,1398/03/19,یکشنبه,0,2019-06-09,Sunday,13980319
811,1398/03/20,دوشنبه,0,2019-06-10,Monday,13980320
812,1398/03/21,سه شنبه,0,2019-06-11,Tuesday,13980321
813,1398/03/22,چهارشنبه,0,2019-06-12,Wednesday,13980322
814,1398/03/23,پنجشنبه,0,2019-06-13,Thursday,13980323
815,1398/03/24,جمعه,1,2019-06-14,Friday,13980324
816,1398/03/25,شنبه,0,2019-06-15,Saturday,13980325
817,1398/03/26,یکشنبه,0,2019-06-16,Sunday,13980326
818,1398/03/27,دوشنبه,0,2019-06-17,Monday,13980327
819,1398/03/28,سه شنبه,0,2019-06-18,Tuesday,13980328
820,1398/03/29,چهارشنبه,0,2019-06-19,Wednesday,13980329
821,1398/03/30,پنجشنبه,0,2019-06-20,Thursday,13980330
822,1398/03/31,جمعه,1,2019-06-21,Friday,13980331
823,1398/04/01,شنبه,0,2019-06-22,Saturday,13980401
824,1398/04/02,یکشنبه,0,2019-06-23,Sunday,13980402
825,1398/04/03,دوشنبه,0,2019-06-24,Monday,13980403
826,1398/04/04,سه شنبه,0,2019-06-25,Tuesday,13980404
827,1398/04/05,چهارشنبه,0,2019-06-26,Wednesday,13980405
828,1398/04/06,پنجشنبه,0,2019-06-27,Thursday,13980406
829,1398/04/07,جمعه,1,2019-06-28,Friday,13980407
830,1398/04/08,شنبه,1,2019-06-29,Saturday,13980408
831,1398/04/09,یکشنبه,0,2019-06-30,Sunday,13980409
832,1398/04/10,دوشنبه,0,2019-07-01,Monday,13980410
833,1398/04/11,سه شنبه,0,2019-07-02,Tuesday,13980411
834,1398/04/12,چهارشنبه,0,2019-07-03,Wednesday,13980412
835,1398/04/13,پنجشنبه,0,2019-07-04,Thursday,13980413
836,1398/04/14,جمعه,1,2019-07-05,Friday,13980414
837,1398/04/15,شنبه,0,2019-07-06,Saturday,13980415
838,1398/04/16,یکشنبه,0,2019-07-07,Sunday,13980416
839,1398/04/17,دوشنبه,0,2019-07-08,Monday,13980417
840,1398/04/18,سه شنبه,0,2019-07-09,Tuesday,13980418
841,1398/04/19,چهارشنبه,0,2019-07-10,Wednesday,13980419
842,1398/04/20,پنجشنبه,0,2019-07-11,Thursday,13980420
843,1398/04/21,جمعه,1,2019-07-12,Friday,13980421
844,1398/04/22,شنبه,0,2019-07-13,Saturday,13980422
845,1398/04/23,یکشنبه,0,2019-07-14,Sunday,13980423
846,1398/04/24,دوشنبه,0,2019-07-15,Monday,13980424
847,1398/04/25,سه شنبه,0,2019-07-16,Tuesday,13980425
848,1398/04/26,چهارشنبه,0,2019-07-17,Wednesday,13980426
849,1398/04/27,پنجشنبه,0,2019-07-18,Thursday,13980427
850,1398/04/28,جمعه,1,2019-07-19,Friday,13980428
851,1398/04/29,شنبه,0,2019-07-20,Saturday,13980429
852,1398/04/30,یکشنبه,0,2019-07-21,Sunday,13980430
853,1398/04/31,دوشنبه,0,2019-07-22,Monday,13980431
854,1398/05/01,سه شنبه,0,2019-07-23,Tuesday,13980501
855,1398/05/02,چهارشنبه,0,2019-07-24,Wednesday,13980502
856,1398/05/03,پنجشنبه,0,2019-07-25,Thursday,13980503
857,1398/05/04,جمعه,1,2019-07-26,Friday,13980504
858,1398/05/05,شنبه,0,2019-07-27,Saturday,13980505
859,1398/05/06,یکشنبه,0,2019-07-28,Sunday,13980506
860,1398/05/07,دوشنبه,0,2019-07-29,Monday,13980507
861,1398/05/08,سه شنبه,0,2019-07-30,Tuesday,13980508
862,1398/05/09,چهارشنبه,0,2019-07-31,Wednesday,13980509
863,1398/05/10,پنجشنبه,0,2019-08-01,Thursday,13980510
864,1398/05/11,جمعه,1,2019-08-02,Friday,13980511
865,1398/05/12,شنبه,0,2019-08-03,Saturday,13980512
866,1398/05/13,یکشنبه,0,2019-08-04,Sunday,13980513
867,1398/05/14,دوشنبه,0,2019-08-05,Monday,13980514
868,1398/05/15,سه شنبه,0,2019-08-06,Tuesday,13980515
869,1398/05/16,چهارشنبه,0,2019-08-07,Wednesday,13980516
870,1398/05/17,پنجشنبه,0,2019-08-08,Thursday,13980517
871,1398/05/18,جمعه,1,2019-08-09,Friday,13980518
872,1398/05/19,شنبه,0,2019-08-10,Saturday,13980519
873,1398/05/20,یکشنبه,0,2019-08-11,Sunday,13980520
874,1398/05/21,دوشنبه,1,2019-08-12,Monday,13980521
875,1398/05/22,سه شنبه,0,2019-08-13,Tuesday,13980522
876,1398/05/23,چهارشنبه,0,2019-08-14,Wednesday,13980523
877,1398/05/24,پنجشنبه,0,2019-08-15,Thursday,13980524
878,1398/05/25,جمعه,1,2019-08-16,Friday,13980525
879,1398/05/26,شنبه,0,2019-08-17,Saturday,13980526
880,1398/05/27,یکشنبه,0,2019-08-18,Sunday,13980527
881,1398/05/28,دوشنبه,0,2019-08-19,Monday,13980528
882,1398/05/29,سه شنبه,1,2019-08-20,Tuesday,13980529
883,1398/05/30,چهارشنبه,0,2019-08-21,Wednesday,13980530
884,1398/05/31,پنجشنبه,0,2019-08-22,Thursday,13980531
885,1398/06/01,جمعه,1,2019-08-23,Friday,13980601
886,1398/06/02,شنبه,0,2019-08-24,Saturday,13980602
887,1398/06/03,یکشنبه,0,2019-08-25,Sunday,13980603
888,1398/06/04,دوشنبه,0,2019-08-26,Monday,13980604
889,1398/06/05,سه شنبه,0,2019-08-27,Tuesday,13980605
890,1398/06/06,چهارشنبه,0,2019-08-28,Wednesday,13980606
891,1398/06/07,پنجشنبه,0,2019-08-29,Thursday,13980607
892,1398/06/08,جمعه,1,2019-08-30,Friday,13980608
893,1398/06/09,شنبه,0,2019-08-31,Saturday,13980609
894,1398/06/10,یکشنبه,0,2019-09-01,Sunday,13980610
895,1398/06/11,دوشنبه,0,2019-09-02,Monday,13980611
896,1398/06/12,سه شنبه,0,2019-09-03,Tuesday,13980612
897,1398/06/13,چهارشنبه,0,2019-09-04,Wednesday,13980613
898,1398/06/14,پنجشنبه,0,2019-09-05,Thursday,13980614
899,1398/06/15,جمعه,1,2019-09-06,Friday,13980615
900,1398/06/16,شنبه,0,2019-09-07,Saturday,13980616
901,1398/06/17,یکشنبه,0,2019-09-08,Sunday,13980617
902,1398/06/18,دوشنبه,1,2019-09-09,Monday,13980618
903,1398/06/19,سه شنبه,1,2019-09-10,Tuesday,13980619
904,1398/06/20,چهارشنبه,0,2019-09-11,Wednesday,13980620
905,1398/06/21,پنجشنبه,0,2019-09-12,Thursday,13980621
906,1398/06/22,جمعه,1,2019-09-13,Friday,13980622
907,1398/06/23,شنبه,0,2019-09-14,Saturday,13980623
908,1398/06/24,یکشنبه,0,2019-09-15,Sunday,13980624
909,1398/06/25,دوشنبه,0,2019-09-16,Monday,13980625
910,1398/06/26,سه شنبه,0,2019-09-17,Tuesday,13980626
911,1398/06/27,چهارشنبه,0,2019-09-18,Wednesday,13980627
912,1398/06/28,پنجشنبه,0,2019-09-19,Thursday,13980628
913,1398/06/29,جمعه,1,2019-09-20,Friday,13980629
914,1398/06/30,شنبه,0,2019-09-21,Saturday,13980630
915,1398/06/31,یکشنبه,0,2019-09-22,Sunday,13980631
916,1398/07/01,دوشنبه,0,2019-09-23,Monday,13980701
917,1398/07/02,سه شنبه,0,2019-09-24,Tuesday,13980702
918,1398/07/03,چهارشنبه,0,2019-09-25,Wednesday,13980703
919,1398/07/04,پنجشنبه,0,2019-09-26,Thursday,13980704
920,1398/07/05,جمعه,1,2019-09-27,Friday,13980705
921,1398/07/06,شنبه,0,2019-09-28,Saturday,13980706
922,1398/07/07,یکشنبه,0,2019-09-29,Sunday,13980707
923,1398/07/08,دوشنبه,0,2019-09-30,Monday,13980708
924,1398/07/09,سه شنبه,0,2019-10-01,Tuesday,13980709
925,1398/07/10,چهارشنبه,0,2019-10-02,Wednesday,13980710
926,1398/07/11,پنجشنبه,0,2019-10-03,Thursday,13980711
927,1398/07/12,جمعه,1,2019-10-04,Friday,13980712
928,1398/07/13,شنبه,0,2019-10-05,Saturday,13980713
929,1398/07/14,یکشنبه,0,2019-10-06,Sunday,13980714
930,1398/07/15,دوشنبه,0,2019-10-07,Monday,13980715
931,1398/07/16,سه شنبه,0,2019-10-08,Tuesday,13980716
932,1398/07/17,چهارشنبه,0,2019-10-09,Wednesday,13980717
933,1398/07/18,پنجشنبه,0,2019-10-10,Thursday,13980718
934,1398/07/19,جمعه,1,2019-10-11,Friday,13980719
935,1398/07/20,شنبه,0,2019-10-12,Saturday,13980720
936,1398/07/21,یکشنبه,0,2019-10-13,Sunday,13980721
937,1398/07/22,دوشنبه,0,2019-10-14,Monday,13980722
938,1398/07/23,سه شنبه,0,2019-10-15,Tuesday,13980723
939,1398/07/24,چهارشنبه,0,2019-10-16,Wednesday,13980724
940,1398/07/25,پنجشنبه,0,2019-10-17,Thursday,13980725
941,1398/07/26,جمعه,1,2019-10-18,Friday,13980726
942,1398/07/27,شنبه,1,2019-10-19,Saturday,13980727
943,1398/07/28,یکشنبه,0,2019-10-20,Sunday,13980728
944,1398/07/29,دوشنبه,0,2019-10-21,Monday,13980729
945,1398/07/30,سه شنبه,0,2019-10-22,Tuesday,13980730
946,1398/08/01,چهارشنبه,0,2019-10-23,Wednesday,13980801
947,1398/08/02,پنجشنبه,0,2019-10-24,Thursday,13980802
948,1398/08/03,جمعه,1,2019-10-25,Friday,13980803
949,1398/08/04,شنبه,0,2019-10-26,Saturday,13980804
950,1398/08/05,یکشنبه,1,2019-10-27,Sunday,13980805
951,1398/08/06,دوشنبه,0,2019-10-28,Monday,13980806
952,1398/08/07,سه شنبه,1,2019-10-29,Tuesday,13980807
953,1398/08/08,چهارشنبه,0,2019-10-30,Wednesday,13980808
954,1398/08/09,پنجشنبه,0,2019-10-31,Thursday,13980809
955,1398/08/10,جمعه,1,2019-11-01,Friday,13980810
